user_id,user_name,subscription_type,monthly_revenue,join_date,last_payment,country,age,gender,device,plan_duration
1627,Leslie Combemale,Basic,15.0,16-10-22,07-07-23,Spain,42.0,Female,Smartphone,1 Month
1628,Katie Smith-Wong,Standard,13.0,17-09-22,06-07-23,United States,48.0,Female,Laptop,1 Month
1629,James Greenberg,Standard,14.0,12-09-22,04-07-23,Canada,40.0,Male,Smart TV,1 Month
1630,Monika Bartyzel,Basic,13.0,13-09-22,07-07-23,United States,39.0,Male,Smart TV,1 Month
1631,Neil Rosen,Premium,14.0,09-09-22,07-07-23,United States,44.0,Male,Laptop,1 Month
1632,Stephanie Merry,Basic,14.0,03-09-22,06-07-23,Canada,27.0,Female,Laptop,1 Month
1633,Paul O'Callaghan,Standard,11.0,31-08-22,05-07-23,United Kingdom,35.0,Male,Tablet,1 Month
1634,Roe McDermott,Premium,14.0,25-08-22,07-07-23,Australia,45.0,Male,Smart TV,1 Month
1635,Phil Contrino,Basic,12.0,15-08-22,07-07-23,Germany,33.0,Male,Tablet,1 Month
1636,S.T. VanAirsdale,Premium,10.0,16-08-22,07-07-23,France,32.0,Female,Smart TV,1 Month
1637,Grant Rollings,Basic,11.0,28-07-22,05-07-23,Brazil,51.0,Female,Laptop,1 Month
1638,Alice Tynan,Standard,10.0,28-07-22,06-07-23,Mexico,40.0,Female,Tablet,1 Month
1639,Sarah Sluis,Standard,15.0,22-07-22,06-07-23,Spain,47.0,Male,Laptop,1 Month
1640,Catherine Shoard,Basic,13.0,19-07-22,06-07-23,Italy,42.0,Male,Smart TV,1 Month
1641,Jes Bickham,Premium,10.0,16-07-22,06-07-23,Spain,41.0,Male,Tablet,1 Month
1642,Erica Abeel,Basic,12.0,15-07-22,09-07-23,Spain,43.0,Male,Tablet,1 Month
1643,Aaron Leitko,Standard,11.0,16-07-22,05-07-23,United States,42.0,Female,Tablet,1 Month
1644,Kofi Outlaw,Premium,14.0,09-07-22,06-07-23,Canada,28.0,Male,Smartphone,1 Month
1645,Rebecca Lake,Basic,12.0,07-07-22,05-07-23,United States,40.0,Female,Laptop,1 Month
1646,Cassam Looch,Basic,15.0,07-07-22,09-07-23,United States,46.0,Female,Tablet,1 Month
1647,Antonia Quirke,Basic,11.0,06-07-22,05-07-23,Canada,39.0,Female,Laptop,1 Month
1648,James Croot,Standard,15.0,30-06-22,06-07-23,United Kingdom,41.0,Female,Smartphone,1 Month
1649,Matt Joseph,Premium,15.0,27-06-22,05-07-23,Australia,30.0,Male,Tablet,1 Month
1650,Diego Semerene,Basic,14.0,28-06-22,08-07-23,Germany,32.0,Male,Tablet,1 Month
1651,Radheyan Simonpillai,Basic,14.0,28-06-22,06-07-23,France,38.0,Male,Smart TV,1 Month
1652,Soren Andersen,Premium,11.0,29-06-22,08-07-23,Brazil,38.0,Male,Tablet,1 Month
1653,Matt Singer,Standard,13.0,01-07-22,06-07-23,Mexico,32.0,Male,Smartphone,1 Month
1654,Rob Beames,Standard,14.0,03-07-22,07-07-23,Spain,27.0,Male,Tablet,1 Month
1655,Grae Drake,Basic,15.0,04-07-22,06-07-23,Italy,50.0,Female,Tablet,1 Month
1656,Francesca Steele,Premium,10.0,10-07-22,07-07-23,Spain,30.0,Male,Smartphone,1 Month
1657,David Roark,Standard,11.0,23-07-22,06-07-23,Spain,49.0,Male,Smartphone,1 Month
1658,Tom Clift,Basic,11.0,24-07-22,07-07-23,United States,32.0,Female,Laptop,1 Month
1659,Benjo Colautti,Standard,14.0,26-07-22,06-07-23,Canada,35.0,Male,Smartphone,1 Month
1660,Glenn Dunks,Premium,12.0,07-08-22,08-07-23,United States,44.0,Male,Tablet,1 Month
1661,Mark Jackson,Basic,13.0,10-08-22,05-07-23,United States,49.0,Female,Laptop,1 Month
1662,Rebecca Cusey,Premium,13.0,14-08-22,06-07-23,Canada,39.0,Male,Smartphone,1 Month
1663,Stephen Saito,Standard,12.0,16-08-22,06-07-23,United Kingdom,38.0,Female,Smartphone,1 Month
1664,Ramin Setoodeh,Basic,10.0,20-08-22,08-07-23,Australia,38.0,Female,Laptop,1 Month
1665,James King,Standard,11.0,25-08-22,05-07-23,Germany,37.0,Male,Smartphone,1 Month
1666,Gavin Bond,Premium,11.0,28-08-22,07-07-23,France,28.0,Male,Laptop,1 Month
1667,Laura Kern,Basic,11.0,05-09-22,06-07-23,Brazil,49.0,Male,Tablet,1 Month
1668,Mayer Nissim,Standard,13.0,08-09-22,08-07-23,Mexico,33.0,Female,Tablet,1 Month
1669,Laila Hassani,Premium,10.0,14-09-22,05-07-23,Spain,48.0,Male,Tablet,1 Month
1670,Clara Itzel Hernández Valladares,Basic,13.0,16-09-22,06-07-23,Italy,34.0,Male,Tablet,1 Month
1671,Beatriz Martínez,Premium,13.0,19-09-22,06-07-23,Spain,39.0,Female,Smartphone,1 Month
1672,Hope Madden,Basic,15.0,23-09-22,07-07-23,Spain,30.0,Male,Tablet,1 Month
1673,José Arce,Standard,10.0,29-09-22,07-07-23,United States,37.0,Male,Tablet,1 Month
1674,AskMen.com Staff,Standard,10.0,02-10-22,06-07-23,Canada,38.0,Male,Smart TV,1 Month
1675,Lee Marshall,Basic,12.0,08-10-22,05-07-23,United States,42.0,Female,Laptop,1 Month
1676,Gail Tolley,Premium,15.0,09-10-22,07-07-23,United States,35.0,Female,Laptop,1 Month
1677,Josh Winning,Basic,14.0,11-10-22,08-07-23,Canada,30.0,Male,Tablet,1 Month
1678,Matt Risley,Standard,15.0,14-10-22,09-07-23,United Kingdom,48.0,Female,Smart TV,1 Month
1679,Colin Fraser,Premium,14.0,16-10-22,06-07-23,Australia,48.0,Male,Tablet,1 Month
1680,Steve Erickson,Basic,13.0,18-10-22,07-07-23,Germany,32.0,Male,Laptop,1 Month
1681,Guillem Martinez Oya,Premium,15.0,22-10-22,07-07-23,France,27.0,Male,Smart TV,1 Month
1682,Anil Sinanan,Basic,10.0,23-10-22,09-07-23,Brazil,48.0,Female,Laptop,1 Month
1683,Jaspreet Pandohar,Standard,12.0,26-10-22,06-07-23,Mexico,33.0,Male,Laptop,1 Month
1684,Kara Nesvig,Standard,13.0,27-10-22,07-07-23,Spain,28.0,Male,Smartphone,1 Month
1685,Paul Gallagher,Basic,15.0,31-10-22,07-07-23,Italy,46.0,Male,Laptop,1 Month
1686,Terry Staunton,Premium,11.0,01-11-22,08-07-23,Spain,40.0,Male,Laptop,1 Month
1687,Rennie Dyball,Basic,13.0,03-11-22,05-07-23,Spain,49.0,Male,Smartphone,1 Month
1688,Tyler Foster,Standard,14.0,04-11-22,06-07-23,United States,41.0,Female,Tablet,1 Month
1689,Paul Scantlebury,Premium,13.0,05-11-22,07-07-23,Canada,38.0,Male,Tablet,1 Month
1690,Phelim O'Neill,Basic,13.0,05-11-22,07-07-23,United States,42.0,Female,Laptop,1 Month
1691,Joel Harley,Premium,13.0,05-11-22,05-07-23,United States,27.0,Female,Smart TV,1 Month
1692,Neil Genzlinger,Basic,12.0,05-11-22,06-07-23,Canada,41.0,Female,Tablet,1 Month
1693,Michael Nordine,Standard,13.0,03-11-22,07-07-23,United Kingdom,41.0,Female,Tablet,1 Month
1694,Zach Hollwedel,Standard,11.0,27-10-22,07-07-23,Australia,49.0,Male,Laptop,1 Month
1695,Kevin Ketchum,Basic,14.0,24-10-22,04-07-23,Germany,28.0,Female,Smartphone,1 Month
1696,Ashley Moreno,Premium,13.0,17-10-22,07-07-23,France,44.0,Male,Laptop,1 Month
1697,Peter Hall,Basic,11.0,06-10-22,07-07-23,Brazil,47.0,Female,Tablet,1 Month
1698,Matt Donato,Standard,12.0,18-09-22,06-07-23,Mexico,29.0,Male,Tablet,1 Month
1699,Nick Prigge,Premium,10.0,17-09-22,04-07-23,Spain,31.0,Female,Laptop,1 Month
1700,Blake Crane,Basic,12.0,13-09-22,08-07-23,Italy,28.0,Female,Smart TV,1 Month
1701,Nikola Grozdanovic,Premium,15.0,09-09-22,07-07-23,Spain,32.0,Male,Smart TV,1 Month
1702,Kristy Puchko,Basic,12.0,02-09-22,07-07-23,Spain,43.0,Male,Smartphone,1 Month
1703,Tirdad Derakhshani,Standard,13.0,01-09-22,06-07-23,United States,48.0,Male,Smart TV,1 Month
1704,Henry Northmore,Standard,10.0,16-08-22,07-07-23,Canada,28.0,Male,Laptop,1 Month
1705,Rachel Bowles,Basic,14.0,17-08-22,07-07-23,United States,31.0,Female,Tablet,1 Month
1706,Nathan Bartlebaugh,Premium,15.0,29-07-22,07-07-23,United States,47.0,Male,Laptop,1 Month
1707,Shannon McGrew,Basic,13.0,28-07-22,06-07-23,Canada,39.0,Female,Smartphone,1 Month
1708,Maggie Lee,Standard,13.0,25-07-22,07-07-23,United Kingdom,35.0,Male,Smartphone,1 Month
1709,Kenji Fujishima,Premium,10.0,26-07-22,06-07-23,Australia,42.0,Female,Smartphone,1 Month
1710,David Ehrlich,Basic,11.0,17-07-22,07-07-23,Germany,30.0,Male,Smart TV,1 Month
1711,Daniel M. Gold,Premium,14.0,16-07-22,06-07-23,France,34.0,Male,Smartphone,1 Month
1712,Andy Crump,Basic,11.0,17-07-22,09-07-23,Brazil,35.0,Male,Smartphone,1 Month
1713,Nick Rocco Scalia,Standard,12.0,16-07-22,06-07-23,Mexico,31.0,Female,Tablet,1 Month
1714,Brett Buckalew,Standard,14.0,16-07-22,07-07-23,Spain,36.0,Female,Tablet,1 Month
1715,Mario Tarradell,Basic,14.0,12-07-22,06-07-23,Italy,31.0,Female,Laptop,1 Month
1716,Michael Clawson,Premium,11.0,10-07-22,09-07-23,Spain,32.0,Male,Smart TV,1 Month
1717,Allison Benedikt,Basic,10.0,08-07-22,07-07-23,Spain,46.0,Female,Smartphone,1 Month
1718,Haleigh Foutch,Standard,15.0,29-06-22,07-07-23,United States,30.0,Male,Tablet,1 Month
1719,Dan Caffrey,Premium,12.0,29-06-22,06-07-23,Canada,46.0,Male,Laptop,1 Month
1720,Chuck Bowen,Basic,12.0,28-06-22,08-07-23,United States,44.0,Female,Tablet,1 Month
1721,William Bibbiani,Basic,12.0,29-06-22,06-07-23,United States,34.0,Male,Tablet,1 Month
1722,Benjamin Lee,Basic,13.0,01-07-22,08-07-23,Canada,31.0,Male,Tablet,1 Month
1723,Audra Schroeder,Standard,13.0,02-07-22,06-07-23,United Kingdom,34.0,Male,Smart TV,1 Month
1724,David Bianculli,Premium,12.0,04-07-22,08-07-23,Australia,28.0,Male,Laptop,1 Month
1725,Chris Agar,Basic,10.0,08-07-22,07-07-23,Germany,36.0,Female,Smartphone,1 Month
1726,Rohan Naahar,Basic,14.0,20-07-22,09-07-23,France,48.0,Female,Laptop,1 Month
1727,Travis Johnson,Premium,13.0,23-07-22,06-07-23,Brazil,40.0,Male,Smartphone,1 Month
1728,Nazareno Brega,Standard,15.0,26-07-22,07-07-23,Mexico,35.0,Male,Smartphone,1 Month
1729,John Lui,Standard,11.0,30-07-22,07-07-23,Spain,41.0,Male,Laptop,1 Month
1730,Chris Evangelista,Basic,10.0,08-08-22,08-07-23,Italy,28.0,Female,Smartphone,1 Month
1731,Jonathan Barkan,Premium,12.0,13-08-22,05-07-23,Spain,37.0,Male,Tablet,1 Month
1732,Christopher Llewellyn Reed,Standard,12.0,14-08-22,07-07-23,Spain,33.0,Male,Smartphone,1 Month
1733,Kiera Allen,Basic,15.0,16-08-22,06-07-23,United States,27.0,Female,Tablet,1 Month
1734,Vincent Mancini,Standard,14.0,19-08-22,08-07-23,Canada,35.0,Male,Tablet,1 Month
1735,Eric Vespe,Premium,10.0,27-08-22,06-07-23,United States,27.0,Male,Smartphone,1 Month
1736,Rebecca Hawkes,Basic,15.0,04-09-22,07-07-23,United States,29.0,Female,Smartphone,1 Month
1737,Mike Reyes,Premium,12.0,05-09-22,06-07-23,Canada,28.0,Female,Laptop,1 Month
1738,Jay Krieger,Standard,12.0,13-09-22,08-07-23,United Kingdom,33.0,Female,Smartphone,1 Month
1739,Patrick Cavanaugh,Basic,10.0,16-09-22,05-07-23,Australia,35.0,Female,Smartphone,1 Month
1740,Deirdre Crimmins,Standard,15.0,18-09-22,06-07-23,Germany,37.0,Female,Laptop,1 Month
1741,J Hurtado,Premium,12.0,20-09-22,06-07-23,France,31.0,Male,Smartphone,1 Month
1742,Carey-Ann Pawsey,Basic,13.0,29-09-22,07-07-23,Brazil,27.0,Male,Laptop,1 Month
1743,Nick Allen,Standard,11.0,30-09-22,08-07-23,Mexico,48.0,Male,Tablet,1 Month
1744,JM Mutore,Premium,15.0,04-10-22,10-07-23,Spain,30.0,Female,Smart TV,1 Month
1745,Joelle Monique,Basic,14.0,08-10-22,07-07-23,Italy,45.0,Male,Tablet,1 Month
1746,Katie Rife,Premium,14.0,10-10-22,07-07-23,Spain,28.0,Male,Smart TV,1 Month
1747,Rosie Knight,Basic,12.0,12-10-22,08-07-23,Spain,30.0,Female,Laptop,1 Month
1748,Adam Patterson,Standard,15.0,14-10-22,10-07-23,United States,48.0,Male,Smartphone,1 Month
1749,Rob Aldam,Standard,10.0,16-10-22,07-07-23,Canada,37.0,Female,Laptop,1 Month
1750,Angie Han,Basic,15.0,21-10-22,07-07-23,United States,28.0,Female,Smartphone,1 Month
1751,Bobby LePire,Premium,14.0,23-10-22,07-07-23,United States,43.0,Female,Tablet,1 Month
1752,Drew Tinnin,Basic,10.0,25-10-22,09-07-23,Canada,36.0,Male,Laptop,1 Month
1753,Andrew Wyatt,Standard,15.0,26-10-22,06-07-23,United Kingdom,47.0,Male,Laptop,1 Month
1754,Grant Hermanns,Premium,10.0,29-10-22,07-07-23,Australia,42.0,Male,Smart TV,1 Month
1755,Lisa Trifone,Basic,15.0,31-10-22,07-07-23,Germany,50.0,Male,Laptop,1 Month
1756,Josh Goller,Premium,13.0,02-11-22,08-07-23,France,41.0,Male,Tablet,1 Month
1757,Becca James,Basic,13.0,03-11-22,05-07-23,Brazil,43.0,Male,Laptop,1 Month
1758,Nick Drew,Standard,13.0,05-11-22,07-07-23,Mexico,35.0,Male,Laptop,1 Month
1759,Terry Mesnard,Standard,10.0,06-11-22,07-07-23,Spain,51.0,Male,Smart TV,1 Month
1760,Joel Fisher,Basic,15.0,06-11-22,07-07-23,Italy,35.0,Male,Tablet,1 Month
1761,Kat Hughes,Premium,10.0,07-11-22,05-07-23,Spain,37.0,Male,Smart TV,1 Month
1762,Chloe Leeson,Basic,10.0,04-11-22,06-07-23,Spain,28.0,Female,Smartphone,1 Month
1763,Martin Unsworth,Standard,14.0,02-11-22,07-07-23,United States,32.0,Female,Smartphone,1 Month
1764,Molly Henery,Premium,13.0,27-10-22,07-07-23,Canada,37.0,Female,Tablet,1 Month
1765,Carla Hay,Basic,11.0,18-10-22,05-07-23,United States,37.0,Female,Tablet,1 Month
1766,Lee McCoy,Premium,12.0,07-10-22,08-07-23,United States,34.0,Female,Smart TV,1 Month
1767,Keri O'Shea,Basic,15.0,04-10-22,07-07-23,Canada,30.0,Female,Tablet,1 Month
1768,Jared Mobarak,Standard,14.0,17-09-22,07-07-23,United Kingdom,35.0,Male,Tablet,1 Month
1769,Nate Adams,Standard,14.0,15-09-22,06-07-23,Australia,41.0,Female,Laptop,1 Month
1770,Katie Hogan,Basic,13.0,10-09-22,08-07-23,Germany,50.0,Female,Tablet,1 Month
1771,Christopher Schobert,Premium,11.0,09-09-22,08-07-23,France,48.0,Female,Laptop,1 Month
1772,Ryan Larson,Basic,12.0,09-09-22,08-07-23,Brazil,29.0,Male,Smart TV,1 Month
1773,Jade Budowski,Standard,12.0,07-09-22,06-07-23,Mexico,37.0,Male,Tablet,1 Month
1774,Aaron Neuwirth,Premium,15.0,08-09-22,08-07-23,Spain,36.0,Female,Tablet,1 Month
1775,Brett Gallman,Basic,15.0,14-08-22,07-07-23,Italy,45.0,Male,Tablet,1 Month
1776,Michael Adams,Premium,15.0,06-08-22,08-07-23,Spain,27.0,Female,Smart TV,1 Month
1777,Nick Setchfield,Basic,12.0,06-08-22,06-07-23,Spain,31.0,Female,Tablet,1 Month
1778,Limara Salt,Standard,11.0,29-07-22,09-07-23,United States,42.0,Female,Tablet,1 Month
1779,Chris Tilly,Standard,15.0,28-07-22,06-07-23,Canada,43.0,Female,Smartphone,1 Month
1780,Chris Laverty,Basic,13.0,24-07-22,07-07-23,United States,43.0,Male,Smart TV,1 Month
1781,Tomas Hachard,Premium,15.0,22-07-22,06-07-23,United States,35.0,Female,Laptop,1 Month
1782,Justin Lowe,Basic,13.0,19-07-22,10-07-23,Canada,51.0,Male,Laptop,1 Month
1783,Greg Evans,Standard,13.0,17-07-22,07-07-23,United Kingdom,42.0,Female,Smartphone,1 Month
1784,Sara Stewart,Premium,13.0,16-07-22,07-07-23,Australia,36.0,Male,Tablet,1 Month
1785,Barbara VanDenburgh,Basic,13.0,13-07-22,07-07-23,Germany,50.0,Female,Tablet,1 Month
1786,Chris Foran,Premium,15.0,14-07-22,09-07-23,France,43.0,Female,Laptop,1 Month
1787,George Varga,Basic,11.0,07-07-22,07-07-23,Brazil,28.0,Male,Laptop,1 Month
1788,Dann Gire,Standard,10.0,06-07-22,09-07-23,Mexico,48.0,Female,Smart TV,1 Month
1789,Vanessa Farquharson,Standard,14.0,30-06-22,07-07-23,Spain,47.0,Female,Tablet,1 Month
1790,John Urbancich,Basic,12.0,30-06-22,09-07-23,Italy,31.0,Male,Smart TV,1 Month
1791,David 'Mad Dog' Bradley,Premium,14.0,01-07-22,06-07-23,Spain,45.0,Male,Laptop,1 Month
1792,Karen Martin,Basic,15.0,02-07-22,09-07-23,Spain,45.0,Female,Tablet,1 Month
1793,Jim Farber,Standard,14.0,03-07-22,06-07-23,United States,42.0,Female,Smart TV,1 Month
1794,Dave Hoekstra,Premium,12.0,06-07-22,08-07-23,Canada,36.0,Female,Tablet,1 Month
1795,Russell Hainline,Basic,14.0,07-07-22,07-07-23,United States,32.0,Male,Smart TV,1 Month
1796,Jamie Dunn,Basic,10.0,15-07-22,09-07-23,United States,50.0,Male,Tablet,1 Month
1797,Ali Catterall,Basic,14.0,17-07-22,06-07-23,Canada,39.0,Male,Smart TV,1 Month
1798,Sophie Monks Kaufman,Standard,10.0,26-07-22,08-07-23,United Kingdom,51.0,Male,Smartphone,1 Month
1799,Paul Whitington,Premium,14.0,05-08-22,07-07-23,Australia,49.0,Female,Tablet,1 Month
1800,Amon Warmann,Basic,14.0,12-08-22,09-07-23,Germany,42.0,Male,Tablet,1 Month
1801,Tara Brady,Basic,12.0,14-08-22,06-07-23,France,46.0,Male,Tablet,1 Month
1802,David Sexton,Premium,12.0,15-08-22,07-07-23,Brazil,30.0,Male,Smartphone,1 Month
1803,Rosalynn Try-Hane,Standard,10.0,18-08-22,07-07-23,Mexico,48.0,Male,Smart TV,1 Month
1804,Di Golding,Standard,12.0,21-08-22,09-07-23,Spain,40.0,Female,Laptop,1 Month
1805,Molly Templeton,Basic,10.0,04-09-22,06-07-23,Italy,50.0,Female,Smart TV,1 Month
1806,Ben Nicholson,Premium,15.0,05-09-22,07-07-23,Spain,49.0,Female,Laptop,1 Month
1807,Ren Jender,Standard,11.0,08-09-22,07-07-23,Spain,37.0,Male,Smartphone,1 Month
1808,Calum Baker,Basic,12.0,15-09-22,08-07-23,United States,43.0,Male,Laptop,1 Month
1809,Ryan Syrek,Standard,15.0,17-09-22,06-07-23,Canada,40.0,Female,Tablet,1 Month
1810,Stephanie Chapman,Premium,14.0,19-09-22,09-07-23,United States,27.0,Male,Laptop,1 Month
1811,Lauren Humphries-Brooks,Basic,10.0,23-09-22,06-07-23,United States,47.0,Male,Smart TV,1 Month
1812,Mike Ryan,Premium,11.0,26-09-22,08-07-23,Canada,50.0,Male,Smartphone,1 Month
1813,Gregory Ellwood,Standard,12.0,30-09-22,08-07-23,United Kingdom,31.0,Female,Smartphone,1 Month
1814,Clayton Davis,Basic,10.0,07-10-22,10-07-23,Australia,33.0,Male,Smartphone,1 Month
1815,Steve Macfarlane,Standard,13.0,09-10-22,07-07-23,Germany,42.0,Female,Tablet,1 Month
1816,Nick Newman,Premium,14.0,12-10-22,07-07-23,France,51.0,Female,Laptop,1 Month
1817,Nico Lang,Basic,12.0,13-10-22,08-07-23,Brazil,43.0,Female,Smartphone,1 Month
1818,Brian Formo,Standard,15.0,14-10-22,10-07-23,Mexico,45.0,Female,Smart TV,1 Month
1819,Stuart Klawans,Premium,13.0,19-10-22,07-07-23,Spain,48.0,Female,Tablet,1 Month
1820,A.A. Dowd,Basic,14.0,20-10-22,07-07-23,Italy,48.0,Female,Smart TV,1 Month
1821,Alex Welch,Premium,12.0,22-10-22,08-07-23,Spain,30.0,Male,Smartphone,1 Month
1822,Leah Greenblatt,Basic,15.0,24-10-22,09-07-23,Spain,29.0,Female,Tablet,1 Month
1823,Patricia Garcia,Standard,10.0,28-10-22,06-07-23,United States,28.0,Male,Tablet,1 Month
1824,Andrew Lapin,Standard,12.0,30-10-22,08-07-23,Canada,46.0,Female,Laptop,1 Month
1825,Bill Newcott,Basic,13.0,01-11-22,08-07-23,United States,45.0,Male,Smart TV,1 Month
1826,Sheila O'Malley,Premium,12.0,03-11-22,08-07-23,United States,30.0,Male,Tablet,1 Month
1827,Benjamin Mercer,Basic,13.0,04-11-22,06-07-23,Canada,44.0,Female,Laptop,1 Month
1828,Katie Walsh,Standard,14.0,05-11-22,07-07-23,United Kingdom,46.0,Male,Laptop,1 Month
1829,Alissa Wilkinson,Premium,13.0,06-11-22,08-07-23,Australia,36.0,Female,Tablet,1 Month
1830,Patty Affriol,Basic,12.0,07-11-22,08-07-23,Germany,27.0,Female,Smartphone,1 Month
1831,Oliver Whitney,Premium,14.0,05-11-22,05-07-23,France,43.0,Male,Laptop,1 Month
1832,Gregory Wakeman,Basic,11.0,05-11-22,09-07-23,Brazil,48.0,Female,Smartphone,1 Month
1833,Jocelyn Noveck,Standard,12.0,06-11-22,08-07-23,Mexico,36.0,Female,Smartphone,1 Month
1834,Rebecca Pahle,Standard,10.0,03-11-22,07-07-23,Spain,44.0,Male,Smart TV,1 Month
1835,Jon Winkler,Basic,11.0,22-10-22,06-07-23,Italy,41.0,Female,Tablet,1 Month
1836,Valerie Complex,Premium,12.0,22-10-22,09-07-23,Spain,29.0,Female,Smart TV,1 Month
1837,Stephen Danay,Basic,13.0,15-10-22,09-07-23,Spain,28.0,Female,Smartphone,1 Month
1838,Violet LeVoit,Standard,11.0,24-09-22,07-07-23,United States,36.0,Female,Smartphone,1 Month
1839,Susan G. Cole,Premium,15.0,15-09-22,06-07-23,Canada,36.0,Female,Smart TV,1 Month
1840,Jeffrey Edalatpour,Basic,14.0,15-09-22,08-07-23,United States,40.0,Male,Laptop,1 Month
1841,Lauren Chval,Premium,11.0,12-09-22,08-07-23,United States,35.0,Female,Tablet,1 Month
1842,Sophie Gilbert,Basic,14.0,12-09-22,09-07-23,Canada,34.0,Female,Smartphone,1 Month
1843,Travis Hopson,Standard,10.0,11-09-22,07-07-23,United Kingdom,46.0,Male,Laptop,1 Month
1844,Kate Taylor,Standard,14.0,11-09-22,08-07-23,Australia,47.0,Female,Smart TV,1 Month
1845,Bennett Campbell Ferguson,Basic,12.0,16-08-22,07-07-23,Germany,32.0,Female,Smartphone,1 Month
1846,Rick Bentley,Premium,13.0,12-08-22,08-07-23,France,45.0,Male,Smartphone,1 Month
1847,Brad Keefe,Basic,10.0,02-08-22,07-07-23,Brazil,31.0,Female,Smartphone,1 Month
1848,Michael Heaton,Standard,11.0,01-08-22,10-07-23,Mexico,49.0,Male,Laptop,1 Month
1849,Alison Gillmor,Premium,11.0,29-07-22,07-07-23,Spain,33.0,Female,Smartphone,1 Month
1850,Scott Marks,Basic,12.0,28-07-22,08-07-23,Italy,30.0,Male,Smartphone,1 Month
1851,Max Weiss,Premium,11.0,25-07-22,08-07-23,Spain,48.0,Female,Laptop,1 Month
1852,Tara Thorne,Basic,14.0,20-07-22,10-07-23,Spain,49.0,Female,Tablet,1 Month
1853,Marie Asner,Standard,13.0,16-07-22,08-07-23,United States,43.0,Male,Laptop,1 Month
1854,Allyson Johnson,Standard,14.0,16-07-22,08-07-23,Canada,46.0,Female,Laptop,1 Month
1855,Philip Concannon,Basic,12.0,15-07-22,07-07-23,United States,33.0,Male,Smartphone,1 Month
1856,Margot Harrison,Premium,15.0,13-07-22,09-07-23,United States,31.0,Female,Smartphone,1 Month
1857,Stefan Pape,Basic,13.0,06-07-22,07-07-23,Canada,44.0,Female,Smart TV,1 Month
1858,Maximilian Von Thun,Standard,10.0,03-07-22,09-07-23,United Kingdom,34.0,Male,Smart TV,1 Month
1859,Katherine McLaughlin,Premium,15.0,04-07-22,07-07-23,Australia,41.0,Male,Laptop,1 Month
1860,J. Olson,Basic,10.0,03-07-22,09-07-23,Germany,42.0,Male,Laptop,1 Month
1861,Laura Delaney,Premium,15.0,03-07-22,07-07-23,France,38.0,Female,Laptop,1 Month
1862,Andy Psyllides,Basic,13.0,04-07-22,10-07-23,Brazil,31.0,Female,Tablet,1 Month
1863,Jamie East,Standard,11.0,05-07-22,06-07-23,Mexico,35.0,Female,Smartphone,1 Month
1864,Ryan Gilbey,Standard,15.0,07-07-22,08-07-23,Spain,32.0,Male,Smartphone,1 Month
1865,Brian Viner,Basic,15.0,08-07-22,07-07-23,Italy,39.0,Male,Smartphone,1 Month
1866,Pamela Hutchinson,Premium,12.0,13-07-22,10-07-23,Spain,42.0,Male,Laptop,1 Month
1867,Camilla Long,Basic,11.0,15-07-22,06-07-23,Spain,31.0,Male,Tablet,1 Month
1868,Alberto Sáez Villarino,Standard,14.0,01-08-22,08-07-23,United States,38.0,Male,Tablet,1 Month
1869,Diane Pershing,Premium,13.0,11-08-22,08-07-23,Canada,48.0,Male,Smart TV,1 Month
1870,Damien Straker,Basic,14.0,13-08-22,09-07-23,United States,29.0,Male,Tablet,1 Month
1871,CJ Johnson,Basic,10.0,15-08-22,06-07-23,United States,43.0,Female,Smart TV,1 Month
1872,Sarah Ward,Basic,13.0,16-08-22,08-07-23,Canada,49.0,Female,Smartphone,1 Month
1873,Indra Arriaga,Standard,14.0,18-08-22,08-07-23,United Kingdom,50.0,Male,Smartphone,1 Month
1874,Ernesto Diezmartinez,Premium,14.0,25-08-22,09-07-23,Australia,50.0,Male,Smartphone,1 Month
1875,Lindsay Zoladz,Basic,14.0,29-08-22,06-07-23,Germany,51.0,Male,Smart TV,1 Month
1876,Lili Loofbourow,Basic,11.0,04-09-22,09-07-23,France,29.0,Male,Tablet,1 Month
1877,Martha K. Baker,Premium,11.0,13-09-22,07-07-23,Brazil,50.0,Female,Smartphone,1 Month
1878,Lisa Jensen,Standard,12.0,14-09-22,08-07-23,Mexico,39.0,Female,Tablet,1 Month
1879,tt stern-enzi,Standard,10.0,17-09-22,06-07-23,Spain,27.0,Female,Smart TV,1 Month
1880,Dov Kornits,Basic,15.0,18-09-22,10-07-23,Italy,29.0,Male,Smart TV,1 Month
1881,Matthew Bond,Premium,15.0,23-09-22,07-07-23,Spain,28.0,Male,Tablet,1 Month
1882,Alexandra MacAaron,Standard,11.0,27-09-22,08-07-23,Spain,46.0,Male,Smartphone,1 Month
1883,Lawrence Garcia,Basic,14.0,04-10-22,08-07-23,United States,50.0,Female,Tablet,1 Month
1884,Glenn Heath Jr.,Standard,12.0,09-10-22,11-07-23,Canada,33.0,Female,Tablet,1 Month
1885,Asia Frey,Premium,14.0,10-10-22,07-07-23,United States,32.0,Female,Tablet,1 Month
1886,Anne Brodie,Basic,12.0,11-10-22,08-07-23,United States,38.0,Male,Smart TV,1 Month
1887,Monica Reid,Premium,13.0,13-10-22,09-07-23,Canada,49.0,Male,Smart TV,1 Month
1888,Rendy Jones,Standard,12.0,15-10-22,10-07-23,United Kingdom,50.0,Male,Laptop,1 Month
